date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used
2021-05-04,Bureau of Prisons,154102.0,168940.0,87107.0,,,69029.0,,,21.0,1651.0,,0.912
2021-05-05,Bureau of Prisons,154951.0,169240.0,87422.0,,,69650.0,,,849.0,1634.0,,0.916
2021-05-06,Bureau of Prisons,158313.0,169240.0,89447.0,,,71067.0,,,3362.0,1456.0,,0.935
2021-05-07,Bureau of Prisons,161200.0,169240.0,90948.0,,,72847.0,,,2887.0,1431.0,,0.952
2021-05-08,Bureau of Prisons,161237.0,169240.0,90964.0,,,72868.0,,,37.0,1093.0,,0.953
2021-05-09,Bureau of Prisons,163752.0,169240.0,92403.0,,,74088.0,,,2515.0,1382.0,,0.968
2021-05-10,Bureau of Prisons,163752.0,169240.0,92403.0,,,74088.0,,,0.0,1382.0,,0.968
2021-05-11,Bureau of Prisons,163788.0,173450.0,92435.0,,,74103.0,,,36.0,1384.0,,0.944
2021-05-12,Bureau of Prisons,164243.0,177850.0,92526.0,,,74534.0,,,455.0,1327.0,,0.923
2021-01-12,California,816301.0,3286050.0,703540.0,0.25,2.07,100089.0,1.78,8.32,,,,0.248
2021-01-13,California,891489.0,3435650.0,744545.0,0.34,2.26,133689.0,1.88,8.7,75188.0,75188.0,1903.0,0.259
2021-01-14,California,975293.0,3540175.0,801998.0,,2.47,,2.03,8.96,83804.0,79496.0,2012.0,0.275
2021-01-15,California,1072959.0,3548575.0,865387.0,0.52,2.72,204374.0,2.19,8.98,97666.0,85553.0,2165.0,0.302
2021-01-16,California,,,,,,,,,96867.75,88381.0,2237.0,
2021-01-17,California,,,,,,,,,96867.75,90079.0,2280.0,
2021-01-18,California,,,,,,,,,96867.75,91210.0,2308.0,
2021-01-19,California,1460430.0,3548575.0,1195969.0,0.66,3.7,260838.0,3.03,8.98,96867.75,92018.0,2329.0,0.412
2021-01-20,California,1532329.0,4169450.0,1255311.0,0.69,3.88,273276.0,3.18,10.55,71899.0,91549.0,2317.0,0.368
2021-01-21,California,1633875.0,4379500.0,1335886.0,0.74,4.14,293834.0,3.38,11.08,101546.0,94083.0,2381.0,0.373
2021-01-22,California,1803679.0,4714625.0,1477195.0,0.81,4.56,321839.0,3.74,11.93,169804.0,104389.0,2642.0,0.383
2021-01-23,California,2008220.0,4906525.0,1661683.0,0.86,5.08,341731.0,4.21,12.42,204541.0,119770.0,3031.0,0.409
2021-01-24,California,2199908.0,4906525.0,1838464.0,0.9,5.57,356382.0,4.65,12.42,191688.0,133316.0,3374.0,0.448
2021-01-25,California,2330633.0,4906525.0,1954048.0,0.94,5.9,371482.0,4.95,12.42,130725.0,138153.0,3496.0,0.475
2021-01-26,California,2446577.0,5340275.0,2053652.0,0.98,6.19,387563.0,5.2,13.52,115944.0,140878.0,3565.0,0.458
2021-01-27,California,2579666.0,5452575.0,2156029.0,1.06,6.53,417606.0,5.46,13.8,133089.0,149620.0,3787.0,0.473
2021-01-28,California,2746876.0,5547100.0,2281453.0,1.16,6.95,458585.0,5.77,14.04,167210.0,159000.0,4024.0,0.495
2021-01-29,California,2910562.0,5640225.0,2415659.0,1.23,7.37,487552.0,6.11,14.27,163686.0,158126.0,4002.0,0.516
2021-01-30,California,3095781.0,5666150.0,2563559.0,1.33,7.83,524350.0,6.49,14.34,185219.0,155366.0,3932.0,0.546
2021-01-31,California,3285351.0,5666550.0,2717530.0,1.41,8.31,558977.0,6.88,14.34,189570.0,155063.0,3924.0,0.58
2021-02-01,California,3453284.0,5666550.0,2861767.0,1.47,8.74,581985.0,7.24,14.34,167933.0,160379.0,4059.0,0.609
2021-02-02,California,3543817.0,5670500.0,2940488.0,1.5,8.97,592045.0,7.44,14.35,90533.0,156749.0,3967.0,0.625
2021-02-03,California,3671316.0,6343925.0,3044980.0,1.55,9.29,613845.0,7.71,16.06,127499.0,155950.0,3947.0,0.579
2021-02-04,California,3723803.0,6438225.0,3085932.0,1.58,9.42,625189.0,7.81,16.29,52487.0,139561.0,3532.0,0.578
2021-02-05,California,3920632.0,6773350.0,3228084.0,1.71,9.92,675027.0,8.17,17.14,196829.0,144296.0,3652.0,0.579
2021-02-06,California,4137600.0,6963500.0,3389906.0,1.84,10.47,727993.0,8.58,17.62,216968.0,148831.0,3767.0,0.594
2021-02-07,California,4485166.0,6963500.0,3653538.0,2.05,11.35,808832.0,9.25,17.62,347566.0,171402.0,4338.0,0.644
2021-02-08,California,4682862.0,6963500.0,3811715.0,2.15,11.85,847993.0,9.65,17.62,197696.0,175654.0,4446.0,0.672
2021-02-09,California,4784478.0,7385225.0,3880253.0,2.22,12.11,875340.0,9.82,18.69,101616.0,177237.0,4486.0,0.648
2021-02-10,California,4957297.0,7607100.0,3994969.0,2.35,12.55,928615.0,10.11,19.25,172819.0,183712.0,4649.0,0.652
2021-02-11,California,5134864.0,7822300.0,4108216.0,2.51,13.0,990128.0,10.4,19.8,177567.0,201580.0,5102.0,0.656
2021-02-12,California,5341104.0,7963575.0,4222810.0,2.74,13.52,1081040.0,10.69,20.15,206240.0,202925.0,5136.0,0.671
2021-02-13,California,5562553.0,8051475.0,4345018.0,2.98,14.08,1178577.0,11.0,20.38,221449.0,203565.0,5152.0,0.691
2021-02-14,California,5820388.0,8059325.0,4493220.0,3.26,14.73,1287390.0,11.37,20.4,257835.0,190746.0,4828.0,0.722
2021-02-15,California,,,,,,,,,195302.0,190404.0,4819.0,
2021-02-16,California,6210992.0,8250650.0,4708607.0,3.69,15.72,1456222.0,11.92,20.88,195302.0,203788.0,5158.0,0.753
2021-02-17,California,6323011.0,8406525.0,4766592.0,3.82,16.0,1507829.0,12.06,21.28,112019.0,195102.0,4938.0,0.752
2021-02-18,California,6496140.0,8722400.0,4865151.0,4.0,16.44,1581541.0,12.31,22.08,173129.0,194468.0,4922.0,0.745
2021-02-19,California,6964603.0,9164130.0,5159868.0,4.44,17.63,1753917.0,13.06,23.19,468463.0,231928.0,5870.0,0.76
2021-02-20,California,7201713.0,9178020.0,5285256.0,4.72,18.23,1864867.0,13.38,23.23,237110.0,234166.0,5926.0,0.785
2021-02-21,California,7453468.0,9178020.0,5426591.0,5.0,18.86,1974488.0,13.73,23.23,251755.0,233297.0,5904.0,0.812
2021-02-22,California,7604725.0,9178020.0,5494435.0,5.18,19.25,2045420.0,13.91,23.23,151257.0,227005.0,5745.0,0.829
2021-02-23,California,7728120.0,10168620.0,5560177.0,5.32,19.56,2102729.0,14.07,25.74,123395.0,216733.0,5485.0,0.76
2021-02-24,California,7876011.0,10702330.0,5639811.0,5.49,19.93,2170406.0,14.27,27.09,147891.0,221857.0,5615.0,0.736
2021-02-25,California,8064121.0,10956910.0,5737092.0,5.72,20.41,2259934.0,14.52,27.73,188110.0,223997.0,5669.0,0.736
2021-02-26,California,8310945.0,11297300.0,5862161.0,6.02,21.03,2380502.0,14.84,28.59,246824.0,192335.0,4868.0,0.736
2021-02-27,California,8566470.0,11587650.0,5994948.0,6.33,21.68,2502426.0,15.17,29.33,255525.0,194965.0,4934.0,0.739
2021-02-28,California,8821044.0,11587650.0,6141765.0,6.6,22.32,2609341.0,15.54,29.33,254574.0,195368.0,4944.0,0.761
2021-03-01,California,9106077.0,11587650.0,6294258.0,6.94,23.05,2740495.0,15.93,29.33,285033.0,214479.0,5428.0,0.786
2021-03-02,California,9497125.0,12528070.0,6520515.0,7.34,24.04,2900991.0,16.5,31.71,391048.0,252715.0,6396.0,0.758
2021-03-03,California,9731169.0,12776090.0,6661278.0,7.57,24.63,2992863.0,16.86,32.33,234044.0,265023.0,6707.0,0.762
2021-03-04,California,9860209.0,13233190.0,6739681.0,7.7,24.95,3042381.0,17.06,33.49,129040.0,256584.0,6494.0,0.745
2021-03-05,California,10071476.0,13609110.0,6868469.0,7.91,25.49,3124031.0,17.38,34.44,211267.0,251504.0,6365.0,0.74
2021-03-06,California,10415023.0,13885120.0,7075139.0,8.25,26.36,3259014.0,17.91,35.14,343547.0,264079.0,6683.0,0.75
2021-03-07,California,10634752.0,13885120.0,7205989.0,8.47,26.92,3347266.0,18.24,35.14,219729.0,259101.0,6557.0,0.766
2021-03-08,California,10805474.0,13885120.0,7318100.0,8.62,27.35,3406971.0,18.52,35.14,170722.0,242771.0,6144.0,0.778
2021-03-09,California,10925581.0,15047220.0,7400238.0,8.72,27.65,3444791.0,18.73,38.08,120107.0,204065.0,5165.0,0.726
2021-03-10,California,11062505.0,15301360.0,7497005.0,8.82,28.0,3485179.0,18.97,38.73,136924.0,190191.0,4813.0,0.723
2021-03-11,California,11220508.0,15725740.0,7600220.0,8.96,28.4,3541495.0,19.24,39.8,158003.0,194328.0,4918.0,0.714
2021-03-12,California,11428034.0,16057300.0,7738923.0,9.15,28.92,3614744.0,19.59,40.64,207526.0,193794.0,4905.0,0.712
2021-03-13,California,11881857.0,16376020.0,8025538.0,9.67,30.07,3819191.0,20.31,41.45,453823.0,209548.0,5303.0,0.726
2021-03-14,California,11883375.0,16376020.0,8027407.0,9.67,30.08,3819878.0,20.32,41.45,1518.0,178375.0,4514.0,0.726
2021-03-15,California,12306608.0,16376020.0,8287692.0,10.13,31.15,4002159.0,20.98,41.45,423233.0,214448.0,5427.0,0.752
2021-03-16,California,12686451.0,17386130.0,8540236.0,10.51,32.11,4153287.0,21.61,44.0,379843.0,251553.0,6366.0,0.73
2021-03-17,California,13161027.0,17612260.0,8847129.0,11.0,33.31,4347379.0,22.39,44.57,474576.0,299789.0,7587.0,0.747
2021-03-18,California,13563094.0,18024930.0,9097819.0,11.43,34.33,4517256.0,23.03,45.62,402067.0,334655.0,8470.0,0.752
2021-03-19,California,13882984.0,18487510.0,9302378.0,11.76,35.14,4644718.0,23.54,46.79,319890.0,350707.0,8876.0,0.751
2021-03-20,California,14276125.0,18875980.0,9562989.0,12.13,36.13,4792324.0,24.2,47.77,393141.0,342038.0,8657.0,0.756
2021-03-21,California,14708175.0,18875980.0,9833939.0,12.61,37.22,4980526.0,24.89,47.77,432050.0,403543.0,10213.0,0.779
2021-03-22,California,15050673.0,18875980.0,10070870.0,12.91,38.09,5102480.0,25.49,47.77,342498.0,392009.0,9921.0,0.797
2021-03-23,California,15349039.0,19953070.0,10279020.0,13.17,38.85,5203432.0,26.01,50.5,298366.0,380370.0,9627.0,0.769
2021-03-24,California,15691888.0,20489560.0,10522002.0,13.51,39.71,5337045.0,26.63,51.86,342849.0,361552.0,9150.0,0.766
2021-03-25,California,16062266.0,20941290.0,10757446.0,13.87,40.65,5481297.0,27.23,53.0,370378.0,357025.0,9036.0,0.767
2021-03-26,California,16527440.0,21520340.0,11059981.0,14.34,41.83,5665179.0,27.99,54.47,465174.0,377779.0,9561.0,0.768
2021-03-27,California,16944916.0,21865730.0,11323197.0,14.76,42.89,5830902.0,28.66,55.34,417476.0,381256.0,9649.0,0.775
2021-03-28,California,17335016.0,21865730.0,11574081.0,15.14,43.87,5983249.0,29.29,55.34,390100.0,375263.0,9497.0,0.793
2021-03-29,California,17703550.0,21865730.0,11802833.0,15.52,44.81,6131336.0,29.87,55.34,368534.0,378982.0,9592.0,0.81
2021-03-30,California,17922091.0,23117480.0,11929476.0,15.76,45.36,6228491.0,30.19,58.51,218541.0,367579.0,9303.0,0.775
2021-03-31,California,18223412.0,23660110.0,12120118.0,16.07,46.12,6348325.0,30.67,59.88,301321.0,361646.0,9153.0,0.77
2021-04-01,California,18604164.0,24288100.0,12376871.0,16.41,47.08,6485628.0,31.32,61.47,380752.0,363128.0,9190.0,0.766
2021-04-02,California,18985902.0,24873840.0,12625303.0,16.8,48.05,6637438.0,31.95,62.95,381738.0,351209.0,8889.0,0.763
2021-04-03,California,19449615.0,25338590.0,12935569.0,17.25,49.22,6817086.0,32.74,64.13,463713.0,357814.0,9056.0,0.768
2021-04-04,California,19962420.0,25338590.0,13292476.0,17.77,50.52,7020160.0,33.64,64.13,512805.0,375343.0,9499.0,0.788
2021-04-05,California,20309146.0,25338590.0,13529603.0,18.14,51.4,7166145.0,34.24,64.13,346726.0,372228.0,9421.0,0.802
2021-04-06,California,20485651.0,26977640.0,13636653.0,18.35,51.85,7249897.0,34.51,68.28,176505.0,366223.0,9269.0,0.759
2021-04-07,California,20865892.0,27370670.0,13880287.0,18.79,52.81,7422738.0,35.13,69.27,380241.0,377497.0,9554.0,0.762
2021-04-08,California,21243518.0,27861050.0,14123008.0,19.23,53.76,7599559.0,35.74,70.51,377626.0,377051.0,9543.0,0.762
2021-04-09,California,21725654.0,28532520.0,14445185.0,19.8,54.98,7822226.0,36.56,72.21,482136.0,391393.0,9906.0,0.761
2021-04-10,California,22281619.0,29034050.0,14803675.0,20.53,56.39,8110488.0,37.47,73.48,555965.0,404572.0,10239.0,0.767
2021-04-11,California,22754163.0,29034050.0,15123816.0,21.09,57.59,8332396.0,38.28,73.48,472544.0,398820.0,10094.0,0.784
2021-04-12,California,23031055.0,29034050.0,15320888.0,21.41,58.29,8459357.0,38.78,73.48,276892.0,388844.0,9841.0,0.793
2021-04-13,California,23227199.0,29738690.0,15451699.0,21.65,58.78,8553174.0,39.11,75.26,196144.0,391650.0,9912.0,0.781
2021-04-14,California,23721226.0,30837670.0,15797249.0,22.01,60.04,8696655.0,39.98,78.05,494027.0,407905.0,10324.0,0.769
2021-04-15,California,24242205.0,31427050.0,16125197.0,22.67,61.35,8959332.0,40.81,79.54,520979.0,428384.0,10842.0,0.771
2021-04-16,California,25047682.0,31956570.0,16475520.0,23.89,63.39,9439183.0,41.7,80.88,805477.0,474575.0,12011.0,0.784
2021-04-17,California,25569748.0,32618010.0,16772771.0,24.49,64.71,9677332.0,42.45,82.55,522066.0,469733.0,11888.0,0.784
2021-04-18,California,26092008.0,32618010.0,17076851.0,25.05,66.04,9897558.0,43.22,82.55,522260.0,476835.0,12068.0,0.8
2021-04-19,California,26435308.0,32618010.0,17276173.0,25.41,66.9,10041634.0,43.72,82.55,343300.0,486322.0,12308.0,0.81
2021-04-20,California,26689222.0,33776490.0,17416579.0,25.7,67.55,10155836.0,44.08,85.48,253914.0,494575.0,12517.0,0.79
2021-04-21,California,27013516.0,34409560.0,17580351.0,26.11,68.37,10318378.0,44.49,87.09,324294.0,470327.0,11903.0,0.785
2021-04-22,California,27384986.0,35048770.0,17777363.0,26.56,69.31,10493528.0,44.99,88.7,371470.0,448969.0,11363.0,0.781
2021-04-23,California,27727113.0,35512950.0,17946815.0,27.0,70.17,10667085.0,45.42,89.88,342127.0,382776.0,9688.0,0.781
2021-04-24,California,28302062.0,36095210.0,18212594.0,27.77,71.63,10974104.0,46.09,91.35,574949.0,390331.0,9879.0,0.784
2021-04-25,California,28798648.0,36101260.0,18487071.0,28.35,72.89,11201869.0,46.79,91.37,496586.0,386663.0,9786.0,0.798
2021-04-26,California,29151065.0,36101260.0,18667924.0,28.78,73.78,11373056.0,47.25,91.37,352417.0,387965.0,9819.0,0.807
2021-04-27,California,29372925.0,37589380.0,18786817.0,29.05,74.34,11476524.0,47.55,95.13,221860.0,383386.0,9703.0,0.781
2021-04-28,California,29640092.0,37945460.0,18913274.0,29.4,75.01,11618186.0,47.87,96.03,267167.0,375225.0,9496.0,0.781
2021-04-29,California,29957450.0,38562350.0,19054735.0,29.86,75.82,11796688.0,48.22,97.6,317358.0,367495.0,9301.0,0.777
2021-04-30,California,30223491.0,38918500.0,19178415.0,30.23,76.49,11945441.0,48.54,98.5,266041.0,356625.0,9026.0,0.777
2021-05-01,California,30820835.0,39630080.0,19444906.0,31.08,78.0,12282199.0,49.21,100.3,597344.0,359825.0,9107.0,0.778
2021-05-02,California,31185031.0,39630080.0,19593097.0,31.65,78.93,12505853.0,49.59,100.3,364196.0,340912.0,8628.0,0.787
2021-05-03,California,31382140.0,39630080.0,19673364.0,31.96,79.42,12626301.0,49.79,100.3,197109.0,318725.0,8066.0,0.792
2021-05-04,California,31468937.0,40533720.0,19712296.0,32.08,79.64,12676173.0,49.89,102.59,86797.0,299430.0,7578.0,0.776
2021-05-05,California,31670889.0,40691390.0,19786567.0,32.42,80.15,12808631.0,50.08,102.98,201952.0,290114.0,7342.0,0.778
2021-05-06,California,31997303.0,41020990.0,19913673.0,32.95,80.98,13017480.0,50.4,103.82,326414.0,291408.0,7375.0,0.78
2021-05-07,California,32367810.0,41640640.0,20047379.0,33.58,81.92,13269518.0,50.74,105.39,370507.0,306331.0,7753.0,0.777
2021-05-08,California,32759885.0,42020680.0,20172726.0,34.29,82.91,13547291.0,51.05,106.35,392075.0,277007.0,7011.0,0.78
2021-05-09,California,33109680.0,42020680.0,20284982.0,34.92,83.8,13796992.0,51.34,106.35,349795.0,274950.0,6959.0,0.788
2021-05-10,California,33438134.0,42020680.0,20393934.0,35.51,84.63,14028824.0,51.61,106.35,328454.0,293713.0,7433.0,0.796
2021-05-11,California,33632769.0,43009640.0,20468459.0,35.83,85.12,14158881.0,51.8,108.85,194635.0,309119.0,7823.0,0.782
2021-05-12,California,33817290.0,43174930.0,20534647.0,36.15,85.59,14283807.0,51.97,109.27,184521.0,306629.0,7760.0,0.783
2021-01-12,Colorado,224428.0,516750.0,187838.0,0.63,3.9,36425.0,3.26,8.97,,,,0.434
2021-01-13,Colorado,239665.0,530800.0,198227.0,0.72,4.16,41271.0,3.44,9.22,15237.0,15237.0,2646.0,0.452
2021-01-14,Colorado,254706.0,531775.0,209300.0,,4.42,,3.63,9.23,15041.0,15139.0,2629.0,0.479
2021-01-15,Colorado,272233.0,531775.0,223761.0,0.82,4.73,47021.0,3.89,9.23,17527.0,15935.0,2767.0,0.512
2021-01-16,Colorado,,,,,,,,,14514.75,15580.0,2705.0,
2021-01-17,Colorado,,,,,,,,,14514.75,15367.0,2668.0,
2021-01-18,Colorado,,,,,,,,,14514.75,15225.0,2644.0,
2021-01-19,Colorado,330292.0,531775.0,278639.0,0.87,5.74,49897.0,4.84,9.23,14514.75,15123.0,2626.0,0.621
2021-01-20,Colorado,340438.0,631400.0,287174.0,0.89,5.91,51460.0,4.99,10.96,10146.0,14396.0,2500.0,0.539
2021-01-21,Colorado,353194.0,657250.0,296816.0,0.95,6.13,54474.0,5.15,11.41,12756.0,14070.0,2443.0,0.537
2021-01-22,Colorado,377283.0,671200.0,313217.0,1.08,6.55,62086.0,5.44,11.66,24089.0,15007.0,2606.0,0.562
2021-01-23,Colorado,377283.0,692700.0,313211.0,1.08,6.55,62086.0,5.44,12.03,0.0,12934.0,2246.0,0.545
2021-01-24,Colorado,434496.0,692700.0,355124.0,1.34,7.54,76902.0,6.17,12.03,57213.0,19033.0,3305.0,0.627
2021-01-25,Colorado,447880.0,692700.0,364889.0,1.4,7.78,80467.0,6.34,12.03,13384.0,18872.0,3277.0,0.647
2021-01-26,Colorado,457746.0,726450.0,372266.0,1.44,7.95,82946.0,6.46,12.61,9866.0,18208.0,3162.0,0.63
2021-01-27,Colorado,474527.0,775050.0,381679.0,1.57,8.24,90200.0,6.63,13.46,16781.0,19156.0,3326.0,0.612
2021-01-28,Colorado,495706.0,806950.0,394156.0,1.71,8.61,98663.0,6.84,14.01,21179.0,20359.0,3535.0,0.614
2021-01-29,Colorado,521879.0,813400.0,409939.0,1.88,9.06,108507.0,7.12,14.12,26173.0,20657.0,3587.0,0.642
2021-01-30,Colorado,545356.0,813400.0,423054.0,2.06,9.47,118770.0,7.35,14.12,23477.0,24010.0,4169.0,0.67
2021-01-31,Colorado,569234.0,813400.0,440576.0,2.17,9.88,125078.0,7.65,14.12,23878.0,19248.0,3342.0,0.7
2021-02-01,Colorado,589787.0,813400.0,455422.0,2.27,10.24,130738.0,7.91,14.12,20553.0,20272.0,3520.0,0.725
2021-02-02,Colorado,601347.0,871875.0,464938.0,2.31,10.44,132752.0,8.07,15.14,11560.0,20514.0,3562.0,0.69
2021-02-03,Colorado,617125.0,940800.0,472820.0,2.44,10.72,140610.0,8.21,16.34,15778.0,20371.0,3537.0,0.656
2021-02-04,Colorado,638923.0,983225.0,485332.0,2.6,11.09,149829.0,8.43,17.07,21798.0,20460.0,3553.0,0.65
2021-02-05,Colorado,661703.0,989075.0,495381.0,2.82,11.49,162511.0,8.6,17.18,22780.0,19975.0,3469.0,0.669
2021-02-06,Colorado,694860.0,991075.0,512024.0,3.11,12.07,178975.0,8.89,17.21,33157.0,21358.0,3709.0,0.701
2021-02-07,Colorado,729895.0,991075.0,528379.0,3.43,12.67,197523.0,9.18,17.21,35035.0,22952.0,3986.0,0.736
2021-02-08,Colorado,751960.0,991075.0,539961.0,3.61,13.06,207951.0,9.38,17.21,22065.0,23168.0,4023.0,0.759
2021-02-09,Colorado,757560.0,1045000.0,542165.0,3.67,13.15,211328.0,9.41,18.15,5600.0,22316.0,3875.0,0.725
2021-02-10,Colorado,787041.0,1110575.0,557204.0,3.92,13.67,225626.0,9.68,19.29,29481.0,24274.0,4215.0,0.709
2021-02-11,Colorado,815108.0,1162775.0,570979.0,4.16,14.15,239804.0,9.92,20.19,28067.0,25169.0,4371.0,0.701
2021-02-12,Colorado,844620.0,1204800.0,586187.0,4.41,14.67,254037.0,10.18,20.92,29512.0,26131.0,4538.0,0.701
2021-02-13,Colorado,885581.0,1210475.0,609445.0,4.72,15.38,271661.0,10.58,21.02,40961.0,27246.0,4731.0,0.732
2021-02-14,Colorado,926807.0,1210475.0,631243.0,5.05,16.09,290991.0,10.96,21.02,41226.0,28130.0,4885.0,0.766
2021-02-15,Colorado,,,,,,,,,36895.0,30249.0,5253.0,
2021-02-16,Colorado,1000597.0,1224575.0,686889.0,5.37,17.38,308992.0,11.93,21.26,36895.0,34720.0,6029.0,0.817
2021-02-17,Colorado,1024167.0,1230425.0,704742.0,5.46,17.78,314557.0,12.24,21.37,23570.0,33875.0,5882.0,0.832
2021-02-18,Colorado,1053041.0,1282300.0,724699.0,5.6,18.29,322769.0,12.58,22.27,28874.0,33990.0,5902.0,0.821
2021-02-19,Colorado,1132448.0,1332775.0,780757.0,6.0,19.66,345623.0,13.56,23.14,79407.0,41118.0,7140.0,0.85
2021-02-20,Colorado,1167895.0,1348800.0,800799.0,6.26,20.28,360392.0,13.91,23.42,35447.0,40331.0,7003.0,0.866
2021-02-21,Colorado,1202161.0,1348800.0,817009.0,6.57,20.88,378242.0,14.19,23.42,34266.0,39336.0,6831.0,0.891
2021-02-22,Colorado,1231699.0,1348800.0,831687.0,6.81,21.39,392378.0,14.44,23.42,29538.0,38285.0,6648.0,0.913
2021-02-23,Colorado,1233466.0,1417245.0,832723.0,6.83,21.42,393198.0,14.46,24.61,1767.0,33267.0,5777.0,0.87
2021-02-24,Colorado,1268302.0,1512970.0,847173.0,7.18,22.02,413202.0,14.71,26.27,34836.0,34876.0,6056.0,0.838
2021-02-25,Colorado,1294236.0,1597960.0,859919.0,7.4,22.47,426398.0,14.93,27.75,25934.0,34456.0,5983.0,0.81
2021-02-26,Colorado,1323183.0,1658660.0,876097.0,7.63,22.98,439201.0,15.21,28.8,28947.0,27248.0,4732.0,0.798
2021-02-27,Colorado,1324715.0,1700660.0,876958.0,7.65,23.0,440259.0,15.23,29.53,1532.0,22403.0,3890.0,0.779
2021-02-28,Colorado,1371577.0,1700660.0,901484.0,8.02,23.82,461947.0,15.65,29.53,46862.0,24202.0,4203.0,0.806
2021-03-01,Colorado,1412910.0,1700660.0,924947.0,8.33,24.54,479652.0,16.06,29.53,41333.0,25887.0,4495.0,0.831
2021-03-02,Colorado,1428854.0,1747350.0,935576.0,8.42,24.81,484943.0,16.25,30.34,15944.0,27913.0,4847.0,0.818
2021-03-03,Colorado,1462053.0,1847780.0,954066.0,8.67,25.39,499168.0,16.57,32.09,33199.0,27679.0,4806.0,0.791
2021-03-04,Colorado,1494910.0,1933440.0,972060.0,8.91,25.96,513386.0,16.88,33.57,32857.0,28668.0,4978.0,0.773
2021-03-05,Colorado,1528864.0,2008930.0,991979.0,9.14,26.55,526521.0,17.23,34.88,33954.0,29383.0,5102.0,0.761
2021-03-06,Colorado,1580162.0,2019460.0,1019416.0,9.54,27.44,549441.0,17.7,35.07,51298.0,36492.0,6337.0,0.782
2021-03-07,Colorado,1626499.0,2019460.0,1046640.0,9.86,28.24,567922.0,18.17,35.07,46337.0,36417.0,6324.0,0.805
2021-03-08,Colorado,1627458.0,2019460.0,1047703.0,9.93,28.26,571975.0,18.19,35.07,959.0,30650.0,5322.0,0.806
2021-03-09,Colorado,1650716.0,2119340.0,1061907.0,10.16,28.66,584872.0,18.44,36.8,23258.0,31695.0,5504.0,0.779
2021-03-10,Colorado,1694476.0,2213800.0,1089653.0,10.58,29.42,609417.0,18.92,38.44,43760.0,33203.0,5766.0,0.765
2021-03-11,Colorado,1764066.0,2298570.0,1133732.0,11.12,30.63,640244.0,19.69,39.91,69590.0,38451.0,6677.0,0.767
2021-03-12,Colorado,1817050.0,2331020.0,1165790.0,11.55,31.55,665380.0,20.24,40.48,52984.0,41169.0,7149.0,0.78
2021-03-13,Colorado,1878538.0,2345060.0,1199979.0,12.07,32.62,695032.0,20.84,40.72,61488.0,42625.0,7402.0,0.801
2021-03-14,Colorado,1878639.0,2345060.0,1200280.0,12.07,32.62,695186.0,20.84,40.72,101.0,36020.0,6255.0,0.801
2021-03-15,Colorado,1933717.0,2345060.0,1232096.0,12.51,33.58,720482.0,21.4,40.72,55078.0,43751.0,7597.0,0.825
2021-03-16,Colorado,1948333.0,2345060.0,1239039.0,12.65,33.83,728689.0,21.52,40.72,14616.0,42517.0,7383.0,0.831
2021-03-17,Colorado,1987533.0,2536780.0,1262328.0,12.97,34.51,746744.0,21.92,44.05,39200.0,41865.0,7270.0,0.783
2021-03-18,Colorado,2029213.0,2644500.0,1285898.0,13.3,35.24,765933.0,22.33,45.92,41680.0,37878.0,6577.0,0.767
2021-03-19,Colorado,2080284.0,2669970.0,1320575.0,13.6,36.12,782902.0,22.93,46.36,51071.0,37605.0,6530.0,0.779
2021-03-20,Colorado,2188145.0,2684110.0,1378562.0,14.55,38.0,838000.0,23.94,46.61,107861.0,44230.0,7681.0,0.815
2021-03-21,Colorado,2250372.0,2684110.0,1413334.0,15.05,39.08,866707.0,24.54,46.61,62227.0,53105.0,9222.0,0.838
2021-03-22,Colorado,2276660.0,2684110.0,1428551.0,15.25,39.53,878386.0,24.81,46.61,26288.0,48992.0,8507.0,0.848
2021-03-23,Colorado,2310425.0,2789800.0,1451398.0,15.45,40.12,889795.0,25.2,48.44,33765.0,51727.0,8982.0,0.828
2021-03-24,Colorado,2344091.0,2894980.0,1475619.0,15.63,40.7,900059.0,25.62,50.27,33666.0,50937.0,8845.0,0.81
2021-03-25,Colorado,2388899.0,3006760.0,1510575.0,15.85,41.48,912807.0,26.23,52.21,44808.0,51384.0,8923.0,0.795
2021-03-26,Colorado,2443350.0,3050950.0,1551393.0,16.1,42.43,927382.0,26.94,52.98,54451.0,51867.0,9007.0,0.801
2021-03-27,Colorado,2500874.0,3060410.0,1591554.0,16.43,43.43,946188.0,27.64,53.14,57524.0,44676.0,7758.0,0.817
2021-03-28,Colorado,2569087.0,3060410.0,1639579.0,16.79,44.61,966835.0,28.47,53.14,68213.0,45531.0,7906.0,0.839
2021-03-29,Colorado,2602792.0,3060410.0,1664752.0,16.95,45.2,976137.0,28.91,53.14,33705.0,46590.0,8090.0,0.85
2021-03-30,Colorado,2645306.0,3217170.0,1692343.0,17.21,45.94,991243.0,29.39,55.87,42514.0,47840.0,8307.0,0.822
2021-03-31,Colorado,2691248.0,3330360.0,1720668.0,17.51,46.73,1008589.0,29.88,57.83,45942.0,49594.0,8612.0,0.808
